Deep layers	Num units	Learning rate	Batch size	Loss	Score	Elapsed time
3	200	0.0001	4	0.02981656603515148	0.02981656603515148	83.67005181312561
3	100	0.005	4	0.03007643297314644	0.03007643297314644	83.6533727645874
4	100	0.005	4	0.031089195981621742	0.031089195981621742	84.32959365844727
4	100	0.005	4	0.03175947442650795	0.03175947442650795	84.20396542549133
4	200	0.005	4	0.03311270475387573	0.03311270475387573	78.35475897789001
3	200	0.005	4	0.033142250031232834	0.033142250031232834	81.28092527389526
2	100	0.0001	4	0.03446820005774498	0.03446820005774498	59.276809215545654
4	100	0.0001	4	0.035003721714019775	0.035003721714019775	70.70940256118774
4	100	0.0001	16	0.03513601794838905	0.03513601794838905	21.91679620742798
2	200	0.0001	4	0.03536459058523178	0.03536459058523178	65.94522166252136
4	100	0.005	16	0.03572923317551613	0.03572923317551613	22.49745011329651
3	100	0.005	4	0.03590410202741623	0.03590410202741623	64.78009390830994
2	100	0.0001	4	0.03603595495223999	0.03603595495223999	59.43494009971619
4	100	0.0001	4	0.03639769181609154	0.03639769181609154	66.87145590782166
4	100	0.005	4	0.03639987111091614	0.03639987111091614	63.4497344493866
2	100	0.0001	4	0.03690316155552864	0.03690316155552864	60.07032108306885
3	100	0.005	4	0.037013281136751175	0.037013281136751175	61.521015882492065
2	50	0.0001	4	0.03857024386525154	0.03857024386525154	83.3154628276825
2	100	0.0001	4	0.03868740051984787	0.03868740051984787	52.32404589653015
4	100	0.005	4	0.045408107340335846	0.045408107340335846	83.4826488494873
2	100	0.005	4	0.04632432013750076	0.04632432013750076	59.540165424346924
3	200	0.005	4	0.04662860557436943	0.04662860557436943	83.31589078903198
4	200	0.005	16	0.04723990708589554	0.04723990708589554	42.4021999835968
4	200	0.005	16	0.04879177361726761	0.04879177361726761	29.3854079246521
4	200	0.005	4	0.04977837949991226	0.04977837949991226	83.84675168991089
1	100	0.005	4	0.05027676001191139	0.05027676001191139	82.95840859413147
4	100	0.005	16	0.05446227639913559	0.05446227639913559	23.3591890335083
2	200	0.0001	16	0.05669412016868591	0.05669412016868591	22.349292755126953
4	100	0.005	16	0.05853571742773056	0.05853571742773056	21.470094680786133
4	100	0.005	4	0.05958932638168335	0.05958932638168335	67.58829808235168
2	100	0.0001	16	0.062095481902360916	0.062095481902360916	19.909109354019165
4	150	0.005	16	0.06975428014993668	0.06975428014993668	25.380202293395996
2	100	0.005	4	0.07347476482391357	0.07347477227449417	83.259024143219
2	100	0.0001	16	0.0763142928481102	0.0763142928481102	20.058188438415527
2	50	0.005	4	0.07726841419935226	0.07726841419935226	52.652085065841675
2	150	0.005	4	0.0785117968916893	0.0785117968916893	54.8149516582489
3	100	0.005	2	0.0912751778960228	0.0912751778960228	113.24654054641724
1	200	0.005	2	0.10985833406448364	0.10985833406448364	142.92509841918945
1	100	0.0001	4	0.19273295998573303	0.19273295998573303	47.44456434249878
