Deep layers	Num units	Learning rate	Batch size	Loss	Score	Elapsed time
2	200	0.0001	2	0.02978961169719696	0.02978961169719696	79.93027377128601
2	200	0.0001	2	0.03043021447956562	0.03043021447956562	91.08468866348267
2	200	0.0001	2	0.030604662373661995	0.030604662373661995	131.1649453639984
2	200	0.0001	2	0.030879342928528786	0.030879342928528786	116.76913499832153
2	200	0.0001	2	0.030965527519583702	0.030965527519583702	92.05116152763367
2	200	0.0001	2	0.03140801563858986	0.03140801563858986	115.6046941280365
2	200	0.0001	2	0.031562622636556625	0.031562622636556625	160.12797331809998
2	200	0.0001	2	0.03184241056442261	0.03184241056442261	129.26847958564758
3	200	0.0001	4	0.03248779475688934	0.03248779475688934	100.26201581954956
4	200	0.0001	8	0.0328638032078743	0.0328638032078743	56.53531217575073
4	200	0.0001	4	0.03308067470788956	0.03308067470788956	93.20757985115051
4	200	0.0001	16	0.0332050547003746	0.0332050547003746	36.625951290130615
2	200	0.001	8	0.03421724960207939	0.03421724960207939	25.016634464263916
2	200	0.0001	4	0.03491712734103203	0.03491712734103203	74.88244009017944
2	100	0.0001	4	0.03530128300189972	0.03530128300189972	83.24486637115479
2	200	0.0001	4	0.03574124723672867	0.03574124723672867	83.2351803779602
4	100	0.0001	4	0.03574906662106514	0.03574906662106514	81.05745577812195
4	200	0.0001	16	0.03654266521334648	0.03654266521334648	43.15249538421631
2	100	0.0001	4	0.036549780517816544	0.036549780517816544	74.23800683021545
2	200	0.0001	4	0.03675180673599243	0.03675180673599243	61.02207016944885
2	100	0.0001	4	0.03767957538366318	0.03767957538366318	60.32667541503906
2	200	0.0001	8	0.03814708814024925	0.03814708814024925	27.0954008102417
2	100	0.001	4	0.03834880143404007	0.03834880143404007	64.98768281936646
2	100	0.0001	4	0.03858025372028351	0.03858025372028351	72.16946029663086
2	100	0.0001	8	0.039985839277505875	0.039985839277505875	26.740612268447876
2	200	0.0001	8	0.04105954244732857	0.04105954244732857	25.139867305755615
3	200	0.0001	8	0.04469949007034302	0.04469949007034302	54.75262403488159
2	100	0.0001	8	0.04567290097475052	0.04567290097475052	37.338749408721924
2	200	0.0001	16	0.04976992309093475	0.04976992309093475	33.588706970214844
4	200	0.001	16	0.051173996180295944	0.051173996180295944	42.56269669532776
1	200	0.0001	2	0.05183762311935425	0.05183762311935425	85.05168724060059
4	200	0.001	16	0.052733056247234344	0.052733056247234344	43.23589849472046
2	200	0.001	2	0.0675056204199791	0.0675056204199791	143.1486210823059
3	100	0.001	2	0.06990361213684082	0.06990361213684082	143.44493222236633
1	100	0.0001	4	0.3626042306423187	0.3626042604446411	53.46913027763367
1	100	0.0001	16	1.6023728847503662	1.6023728847503662	24.622878074645996
