Deep layers	Num units	Learning rate	Batch size	Loss	Score	Elapsed time
2	150	0.0001	2	0.029982976615428925	0.029982976615428925	203.42859745025635
2	150	0.0001	2	0.02999243512749672	0.02999243512749672	70.48070549964905
2	150	0.0001	2	0.03024703823029995	0.03024703823029995	57.99308729171753
2	150	0.0001	2	0.030309921130537987	0.030309921130537987	55.85680890083313
2	200	0.0001	2	0.030452841892838478	0.030452841892838478	143.133394241333
2	150	0.0001	2	0.030570926144719124	0.030570926144719124	59.08526158332825
2	200	0.0001	2	0.03078549914062023	0.03078549914062023	203.24235439300537
2	150	0.0001	2	0.030787106603384018	0.030787106603384018	120.77805209159851
2	200	0.0001	2	0.0308118537068367	0.0308118537068367	118.98038578033447
2	150	0.0001	2	0.031211189925670624	0.031211189925670624	61.12396454811096
2	200	0.0001	2	0.03146523982286453	0.03146523982286453	124.57984256744385
2	150	0.0001	2	0.031479641795158386	0.031479641795158386	74.42943096160889
2	150	0.0001	2	0.03161882236599922	0.03161882236599922	57.42394256591797
2	150	0.0001	2	0.031650129705667496	0.031650129705667496	58.258923292160034
2	150	0.0001	2	0.03170283883810043	0.03170283883810043	62.29608702659607
2	150	0.0001	2	0.03174050897359848	0.03174050897359848	142.98196244239807
2	150	0.0001	2	0.03203658014535904	0.03203658014535904	119.69532775878906
2	150	0.0001	2	0.03213547542691231	0.03213547542691231	99.10293936729431
2	200	0.0001	2	0.032573822885751724	0.032573822885751724	62.98595714569092
2	200	0.0001	2	0.03319636359810829	0.03319636359810829	143.3947172164917
2	150	0.0001	2	0.033384036272764206	0.033384036272764206	89.13025093078613
2	100	0.0001	4	0.03470436483621597	0.03470436483621597	58.42939877510071
4	200	0.0001	4	0.03495506942272186	0.03495506942272186	106.42787718772888
2	150	0.0001	4	0.0355137400329113	0.0355137400329113	30.99750018119812
2	200	0.0001	4	0.03571173921227455	0.03571173921227455	85.35265016555786
2	100	0.0001	4	0.03573483228683472	0.03573483228683472	69.96754240989685
2	50	0.0001	4	0.03709350898861885	0.03709350898861885	29.867523431777954
2	200	0.0001	8	0.038214366883039474	0.038214366883039474	29.397173404693604
2	150	0.001	8	0.03878431022167206	0.03878431022167206	19.350905895233154
2	150	0.0001	4	0.03906620666384697	0.03906620666384697	65.3385534286499
4	150	0.001	8	0.04259270057082176	0.04259270057082176	47.68283987045288
2	50	0.0001	8	0.04464663565158844	0.04464663565158844	18.580848217010498
2	200	0.0001	16	0.047024842351675034	0.047024842351675034	28.62673854827881
2	50	0.0001	8	0.047635093331336975	0.047635093331336975	18.660856246948242
2	50	0.0001	8	0.04895900934934616	0.04895900934934616	19.663732528686523
1	200	0.0001	2	0.04988228157162666	0.04988228157162666	58.40797185897827
2	50	0.0001	8	0.052229106426239014	0.052229106426239014	18.657701015472412
1	150	0.0001	2	0.05280191823840141	0.05280191823840141	117.16641426086426
3	200	0.0001	8	0.05303758755326271	0.05303758755326271	50.67118763923645
2	200	0.0001	16	0.05315359681844711	0.05315359681844711	25.73236584663391
1	200	0.0001	4	0.056548841297626495	0.056548841297626495	68.59631657600403
2	200	0.001	2	0.05685576796531677	0.05685576796531677	58.12399625778198
4	200	0.001	16	0.06034490093588829	0.06034490093588829	37.910226583480835
2	100	0.0001	16	0.06903208792209625	0.06903208792209625	23.124454736709595
3	100	0.001	2	0.07694905251264572	0.07694905251264572	123.11746978759766
1	100	0.0001	4	0.10548261553049088	0.10548261553049088	83.35945582389832
1	200	0.0001	16	0.21874278783798218	0.21874278783798218	21.44015860557556
