Deep layers	Num units	Learning rate	Batch size	Loss	Score	Elapsed time
2	100	0.0001	2	0.03095630742609501	0.03095630742609501	137.84876370429993
2	100	0.0001	2	0.031317077577114105	0.031317077577114105	149.58278155326843
2	100	0.0001	2	0.03171353042125702	0.03171353042125702	151.76647782325745
2	100	0.0001	2	0.03191196545958519	0.03191196545958519	127.387366771698
2	50	0.0001	2	0.034173883497714996	0.034173883497714996	129.80946350097656
4	100	0.0001	2	0.03423634171485901	0.03423634171485901	147.76775765419006
3	50	0.0001	4	0.034578390419483185	0.034578390419483185	54.09233617782593
4	100	0.0001	2	0.03484886884689331	0.03484886884689331	153.83967304229736
2	100	0.0001	4	0.035183750092983246	0.035183750092983246	65.11465573310852
2	100	0.0001	4	0.03538600355386734	0.03538600355386734	51.04583501815796
2	50	0.0001	4	0.03547946363687515	0.03547946363687515	51.361793994903564
2	200	0.0001	4	0.03573475033044815	0.03573475033044815	68.82313585281372
2	150	0.0001	4	0.03589465841650963	0.03589465841650963	56.65526008605957
2	100	0.0001	4	0.035995639860630035	0.035995639860630035	50.50686955451965
2	100	0.0001	4	0.03630172088742256	0.03630172088742256	56.388999938964844
2	100	0.0001	4	0.036390744149684906	0.036390744149684906	59.904362201690674
2	200	0.0001	4	0.0368298701941967	0.0368298701941967	59.09944033622742
2	100	0.0001	4	0.03714406490325928	0.03714406490325928	63.06417107582092
2	100	0.0001	4	0.03727918863296509	0.03727918863296509	55.32290506362915
2	100	0.0001	4	0.038295429199934006	0.038295432925224304	84.84090900421143
2	50	0.0001	4	0.04208362475037575	0.04208362475037575	48.8734917640686
2	200	0.0001	16	0.04844190925359726	0.04844190925359726	18.708677530288696
2	50	0.005	4	0.050420910120010376	0.050420910120010376	66.28792119026184
2	200	0.0001	16	0.05578117072582245	0.05578117072582245	19.823768615722656
1	50	0.0001	2	0.06342639774084091	0.06342639774084091	111.18540406227112
2	100	0.0001	16	0.06644780933856964	0.06644780933856964	18.415823936462402
1	100	0.0001	4	0.06871004402637482	0.06871004402637482	46.93321657180786
4	200	0.005	16	0.07281669229269028	0.07281669229269028	28.79032826423645
2	100	0.0001	16	0.08038114011287689	0.08038114011287689	18.340229272842407
3	100	0.005	2	0.12283805757761002	0.12283805757761002	113.110036611557
1	50	0.0001	4	0.17677807807922363	0.17677807807922363	52.23544430732727
1	100	0.0001	4	0.3462088704109192	0.3462088704109192	44.35984563827515
1	100	0.0001	8	0.576583743095398	0.576583743095398	28.276280164718628
